sentence,label,concept,category,feature,id
a parka can be white in color.,1,parka,clothing,can be white in color,1460
a daisy can be white in color.,1,daisy,flower,can be white in color,1461
a ferry can be white in color.,1,ferry,water vehicle,can be white in color,1462
a bag can be white in color.,1,bag,container,can be white in color,1463
butter can be white in color.,1,butter,food,can be white in color,1464
a penguin can be white in color.,1,penguin,bird,can be white in color,1465
a puppet can be white in color.,1,puppet,toy,can be white in color,1466
a speedboat can be white in color.,1,speedboat,water vehicle,can be white in color,1467
a helicopter can be white in color.,1,helicopter,vehicle,can be white in color,1468
a camera can be white in color.,1,camera,appliance,can be white in color,1469
a hamster can be white in color.,1,hamster,animal,can be white in color,1470
a houseboat can be white in color.,1,houseboat,water vehicle,can be white in color,1471
a barrel can be white in color.,1,barrel,container,can be white in color,1472
a porcupine can be white in color.,1,porcupine,animal,can be white in color,1473
a turnip can be white in color.,1,turnip,vegetable,can be white in color,1474
a termite can be white in color.,1,termite,invertebrate,can be white in color,1475
a cockerel can be white in color.,1,cockerel,bird,can be white in color,1476
a cake can be white in color.,1,cake,food,can be white in color,1477
a jacket can be white in color.,1,jacket,clothing,can be white in color,1478
a bikini can be white in color.,1,bikini,clothing,can be white in color,1479
a cup can be white in color.,1,cup,container,can be white in color,1480
an armor can be white in color.,1,armor,clothing,can be white in color,1481
chocolate can be white in color.,1,chocolate,food,can be white in color,1482
a barge can be white in color.,1,barge,water vehicle,can be white in color,1483
a magpie can be white in color.,1,magpie,bird,can be white in color,1484
a cauliflower can be white in color.,1,cauliflower,vegetable,can be white in color,1485
a dandelion can be white in color.,1,dandelion,flower,can be white in color,1486
a gown can be white in color.,1,gown,clothing,can be white in color,1487
a rolling pin can be white in color.,1,rolling_pin,kitchenware,can be white in color,1488
a stove can be white in color.,1,stove,appliance,can be white in color,1489
a prawn can be white in color.,1,prawn,sea creature,can be white in color,1490
a seal can be white in color.,1,seal,animal,can be white in color,1491
tights can be white in color.,1,tights,clothing,can be white in color,1492
an oil tanker can be white in color.,1,oil_tanker,water vehicle,can be white in color,1493
a doll can be white in color.,1,doll,toy,can be white in color,1494
a bathtub can be white in color.,1,bathtub,container,can be white in color,1495
a boomerang can be white in color.,1,boomerang,toy,can be white in color,1496
a canoe can be white in color.,1,canoe,water vehicle,can be white in color,1497
bread can be white in color.,1,bread,food,can be white in color,1498
a trolley can be white in color.,1,trolley,vehicle,can be white in color,1499
a wheelchair can be white in color.,1,wheelchair,vehicle,can be white in color,1500
a limousine can be white in color.,1,limousine,vehicle,can be white in color,1501
a car can be white in color.,1,car,vehicle,can be white in color,1502
a balloon can be white in color.,1,balloon,toy,can be white in color,1503
a coat can be white in color.,1,coat,clothing,can be white in color,1504
a satchel can be white in color.,1,satchel,container,can be white in color,1505
a refrigerator can be white in color.,1,refrigerator,appliance,can be white in color,1506
a buggy can be white in color.,1,buggy,vehicle,can be white in color,1507
a jar can be white in color.,1,jar,container,can be white in color,1508
a unicycle can be white in color.,1,unicycle,vehicle,can be white in color,1509
an apron can be white in color.,1,apron,clothing,can be white in color,1510
a van can be white in color.,1,van,vehicle,can be white in color,1511
a pony can be white in color.,1,pony,animal,can be white in color,1512
an ostrich can be white in color.,1,ostrich,bird,can be white in color,1513
a mitten can be white in color.,1,mitten,clothing,can be white in color,1514
a hornet can be white in color.,1,hornet,invertebrate,can be white in color,1515
a tray can be white in color.,1,tray,kitchenware,can be white in color,1516
a llama can be white in color.,1,llama,animal,can be white in color,1517
yoghurt can be white in color.,1,yoghurt,food,can be white in color,1518
a spoon can be white in color.,1,spoon,kitchenware,can be white in color,1519
a whisk can be white in color.,1,whisk,kitchenware,can be white in color,1520
a ship can be white in color.,1,ship,water vehicle,can be white in color,1521
a skirt can be white in color.,1,skirt,clothing,can be white in color,1522
a swan can be white in color.,1,swan,bird,can be white in color,1523
a bin can be white in color.,1,bin,container,can be white in color,1524
a bean can be white in color.,1,bean,vegetable,can be white in color,1525
sugar can be white in color.,1,sugar,food,can be white in color,1526
a television can be white in color.,1,television,appliance,can be white in color,1527
a mug can be white in color.,1,mug,container,can be white in color,1528
a parakeet can be white in color.,1,parakeet,bird,can be white in color,1529
a bowl can be white in color.,1,bowl,container,can be white in color,1530
a cloak can be white in color.,1,cloak,clothing,can be white in color,1531
a raft can be white in color.,1,raft,water vehicle,can be white in color,1532
a tugboat can be white in color.,1,tugboat,water vehicle,can be white in color,1533
a yacht can be white in color.,1,yacht,water vehicle,can be white in color,1534
a sheep can be white in color.,1,sheep,animal,can be white in color,1535
a yoyo can be white in color.,1,yoyo,toy,can be white in color,1536
a heron can be white in color.,1,heron,bird,can be white in color,1537
a squid can be white in color.,1,squid,sea creature,can be white in color,1538
a wheelbarrow can be white in color.,1,wheelbarrow,vehicle,can be white in color,1539
earmuffs can be white in color.,1,earmuffs,clothing,can be white in color,1540
a fork can be white in color.,1,fork,kitchenware,can be white in color,1541
a bottle can be white in color.,1,bottle,container,can be white in color,1542
a rattle can be white in color.,1,rattle,toy,can be white in color,1543
mayonnaise can be white in color.,1,mayonnaise,food,can be white in color,1544
a truck can be white in color.,1,truck,vehicle,can be white in color,1545
an airplane can be white in color.,1,airplane,vehicle,can be white in color,1546
an eye can be white in color.,1,eye,body part,can be white in color,1547
a raccoon can be white in color.,1,raccoon,animal,can be white in color,1548
a mouse can be white in color.,1,mouse,animal,can be white in color,1549
a washing machine can be white in color.,1,washing_machine,appliance,can be white in color,1550
champagne can be white in color.,1,champagne,drink,can be white in color,1551
a boat can be white in color.,1,boat,water vehicle,can be white in color,1552
a submarine can be white in color.,1,submarine,water vehicle,can be white in color,1553
a jug can be white in color.,1,jug,container,can be white in color,1554
a rose can be white in color.,1,rose,flower,can be white in color,1555
a colander can be white in color.,1,colander,kitchenware,can be white in color,1556
a shawl can be white in color.,1,shawl,clothing,can be white in color,1557
cheese can be white in color.,1,cheese,food,can be white in color,1558
a box can be white in color.,1,box,container,can be white in color,1559
a robe can be white in color.,1,robe,clothing,can be white in color,1560
a sock can be white in color.,1,sock,clothing,can be white in color,1561
a stocking can be white in color.,1,stocking,clothing,can be white in color,1562
an owl can be white in color.,1,owl,bird,can be white in color,1563
a peeler can be white in color.,1,peeler,kitchenware,can be white in color,1564
a hutch can be white in color.,1,hutch,container,can be white in color,1565
a moped can be white in color.,1,moped,vehicle,can be white in color,1566
a blender can be white in color.,1,blender,appliance,can be white in color,1567
a strainer can be white in color.,1,strainer,kitchenware,can be white in color,1568
a veil can be white in color.,1,veil,clothing,can be white in color,1569
a lily can be white in color.,1,lily,flower,can be white in color,1570
a crane can be white in color.,1,crane,bird,can be white in color,1571
a toaster can be white in color.,1,toaster,appliance,can be white in color,1572
a shirt can be white in color.,1,shirt,clothing,can be white in color,1573
a kite can be white in color.,1,kite,toy,can be white in color,1574
a typewriter can be white in color.,1,typewriter,appliance,can be white in color,1575
a grapefruit can be white in color.,1,grapefruit,fruit,can be white in color,1576
a chopping board can be white in color.,1,chopping_board,kitchenware,can be white in color,1577
a glider can be white in color.,1,glider,vehicle,can be white in color,1578
a mushroom can be white in color.,1,mushroom,vegetable,can be white in color,1579
a plate can be white in color.,1,plate,kitchenware,can be white in color,1580
a melon can be white in color.,1,melon,fruit,can be white in color,1581
a bicycle can be white in color.,1,bicycle,vehicle,can be white in color,1582
flour can be white in color.,1,flour,food,can be white in color,1583
a coffee maker can be white in color.,1,coffee_maker,appliance,can be white in color,1584
a coach can be white in color.,1,coach,vehicle,can be white in color,1585
milk can be white in color.,1,milk,food,can be white in color,1586
a dinghy can be white in color.,1,dinghy,water vehicle,can be white in color,1587
a train can be white in color.,1,train,vehicle,can be white in color,1588
a grape can be white in color.,1,grape,fruit,can be white in color,1589
a wallet can be white in color.,1,wallet,container,can be white in color,1590
a leotard can be white in color.,1,leotard,clothing,can be white in color,1591
a cabbage can be white in color.,1,cabbage,vegetable,can be white in color,1592
a potato can be white in color.,1,potato,vegetable,can be white in color,1593
a caravan can be white in color.,1,caravan,vehicle,can be white in color,1594
a cap can be white in color.,1,cap,clothing,can be white in color,1595
a bus can be white in color.,1,bus,vehicle,can be white in color,1596
a hummingbird can be white in color.,0,hummingbird,bird,can be white in color,1597
a buttercup can be white in color.,0,buttercup,flower,can be white in color,1598
a lobster can be white in color.,0,lobster,sea creature,can be white in color,1599
whiskey can be white in color.,0,whiskey,drink,can be white in color,1600
a clock can be white in color.,0,clock,furniture,can be white in color,1601
a finger can be white in color.,0,finger,body part,can be white in color,1602
a cockroach can be white in color.,0,cockroach,invertebrate,can be white in color,1603
a buzzard can be white in color.,0,buzzard,bird,can be white in color,1604
a desk can be white in color.,0,desk,furniture,can be white in color,1605
a cupboard can be white in color.,0,cupboard,furniture,can be white in color,1606
a wren can be white in color.,0,wren,bird,can be white in color,1607
an arrow can be white in color.,0,arrow,weapon,can be white in color,1608
an emu can be white in color.,0,emu,bird,can be white in color,1609
a dresser can be white in color.,0,dresser,furniture,can be white in color,1610
a bone can be white in color.,0,bone,body part,can be white in color,1611
a cannon can be white in color.,0,cannon,weapon,can be white in color,1612
