sentence,label,concept,category,feature,id
a spirit level contains aluminum.,0,spirit_level,tool,contains aluminum,1420
an ashtray contains aluminum.,0,ashtray,container,contains aluminum,1421
a submarine contains aluminum.,0,submarine,water vehicle,contains aluminum,1422
a caravan contains aluminum.,0,caravan,vehicle,contains aluminum,1423
a boat contains aluminum.,0,boat,water vehicle,contains aluminum,1424
an oil tanker contains aluminum.,0,oil_tanker,water vehicle,contains aluminum,1425
a canoe contains aluminum.,0,canoe,water vehicle,contains aluminum,1426
a frisbee is aerodynamic.,1,frisbee,toy,is aerodynamic,1427
a kite is aerodynamic.,1,kite,toy,is aerodynamic,1428
a glider is aerodynamic.,1,glider,vehicle,is aerodynamic,1429
an airplane is aerodynamic.,1,airplane,vehicle,is aerodynamic,1430
a spear is aerodynamic.,1,spear,weapon,is aerodynamic,1431
an arrow is aerodynamic.,1,arrow,weapon,is aerodynamic,1432
a rocket is aerodynamic.,1,rocket,vehicle,is aerodynamic,1433
a boomerang is aerodynamic.,1,boomerang,toy,is aerodynamic,1434
a raft is aerodynamic.,0,raft,water vehicle,is aerodynamic,1435
a tricycle is aerodynamic.,0,tricycle,vehicle,is aerodynamic,1436
a yoyo is aerodynamic.,0,yoyo,toy,is aerodynamic,1437
a wheelbarrow is aerodynamic.,0,wheelbarrow,vehicle,is aerodynamic,1438
a balloon is aerodynamic.,0,balloon,toy,is aerodynamic,1439
a bicycle is aerodynamic.,0,bicycle,vehicle,is aerodynamic,1440
earmuffs is aerodynamic.,0,earmuffs,clothing,is aerodynamic,1441
a tractor is aerodynamic.,0,tractor,vehicle,is aerodynamic,1442
a doll is aerodynamic.,0,doll,toy,is aerodynamic,1443
a dagger is aerodynamic.,0,dagger,weapon,is aerodynamic,1444
a peeler is aerodynamic.,0,peeler,kitchenware,is aerodynamic,1445
a rattle is aerodynamic.,0,rattle,toy,is aerodynamic,1446
a unicycle is aerodynamic.,0,unicycle,vehicle,is aerodynamic,1447
a van is aerodynamic.,0,van,vehicle,is aerodynamic,1448
a bow is aerodynamic.,0,bow,weapon,is aerodynamic,1449
a bullet is aerodynamic.,0,bullet,weapon,is aerodynamic,1450
a catapult is aerodynamic.,0,catapult,weapon,is aerodynamic,1451
a sword is aerodynamic.,0,sword,weapon,is aerodynamic,1452
a crossbow is aerodynamic.,0,crossbow,weapon,is aerodynamic,1453
a sledge is aerodynamic.,0,sledge,vehicle,is aerodynamic,1454
a boat is aerodynamic.,0,boat,water vehicle,is aerodynamic,1455
a gun is aerodynamic.,0,gun,weapon,is aerodynamic,1456
a chandelier is aerodynamic.,0,chandelier,furniture,is aerodynamic,1457
a skateboard is aerodynamic.,0,skateboard,toy,is aerodynamic,1458
a kite is flown.,1,kite,toy,is flown,1711
a glider is flown.,1,glider,vehicle,is flown,1712
an airplane is flown.,1,airplane,vehicle,is flown,1713
a rocket is flown.,1,rocket,vehicle,is flown,1714
a helicopter is flown.,1,helicopter,vehicle,is flown,1715
a cart is flown.,0,cart,vehicle,is flown,1716
a van is flown.,0,van,vehicle,is flown,1717
a tricycle is flown.,0,tricycle,vehicle,is flown,1718
a catapult is flown.,0,catapult,weapon,is flown,1719
a ship is flown.,0,ship,water vehicle,is flown,1720
a skateboard is flown.,0,skateboard,toy,is flown,1721
a bicycle is flown.,0,bicycle,vehicle,is flown,1722
a balloon is flown.,0,balloon,toy,is flown,1723
a tractor is flown.,0,tractor,vehicle,is flown,1724
an ashtray is flown.,0,ashtray,container,is flown,1725
a sledge is flown.,0,sledge,vehicle,is flown,1726
a boat is flown.,0,boat,water vehicle,is flown,1727
a carriage is flown.,0,carriage,vehicle,is flown,1728
a rattle is flown.,0,rattle,toy,is flown,1729
a unicycle is flown.,0,unicycle,vehicle,is flown,1730
an airplane is found in airports.,1,airplane,vehicle,is found in airports,1731
a helicopter is found in airports.,1,helicopter,vehicle,is found in airports,1732
an ashtray is found in airports.,0,ashtray,container,is found in airports,1733
a boat is found in airports.,0,boat,water vehicle,is found in airports,1734
a glider is found in airports.,0,glider,vehicle,is found in airports,1735
a barge is found in airports.,0,barge,water vehicle,is found in airports,1736
a yacht is found in airports.,0,yacht,water vehicle,is found in airports,1737
a ship is found in airports.,0,ship,water vehicle,is found in airports,1738
a ball can be white in color.,1,ball,toy,can be white in color,1739
a carnation can be white in color.,1,carnation,flower,can be white in color,1740
a dice can be white in color.,1,dice,toy,can be white in color,1741
a tank can be white in color.,1,tank,vehicle,can be white in color,1742
a tiger can be white in color.,1,tiger,animal,can be white in color,1743
a wolf can be white in color.,1,wolf,animal,can be white in color,1744
a basin can be white in color.,1,basin,container,can be white in color,1745
a tricycle can be white in color.,1,tricycle,vehicle,can be white in color,1746
a radish can be white in color.,1,radish,vegetable,can be white in color,1747
a bear can be white in color.,1,bear,animal,can be white in color,1748
a cow can be white in color.,1,cow,animal,can be white in color,1749
a chestnut tree can be white in color.,1,chestnut,tree,can be white in color,1750
a calf can be white in color.,1,calf,animal,can be white in color,1751
an oven can be white in color.,1,oven,appliance,can be white in color,1752
a swing can be white in color.,1,swing,toy,can be white in color,1753
wine can be white in color.,1,wine,drink,can be white in color,1754
a rocket can be white in color.,1,rocket,vehicle,can be white in color,1755
a carriage can be white in color.,1,carriage,vehicle,can be white in color,1756
a motorcycle can be white in color.,1,motorcycle,vehicle,can be white in color,1757
a dishwasher can be white in color.,1,dishwasher,appliance,can be white in color,1758
a kayak can be white in color.,1,kayak,water vehicle,can be white in color,1759
a crab can be white in color.,1,crab,sea creature,can be white in color,1760
a dove can be white in color.,1,dove,bird,can be white in color,1761
a cod can be white in color.,1,cod,fish,can be white in color,1762
a taxi can be white in color.,1,taxi,vehicle,can be white in color,1763
knickers can be white in color.,1,knickers,clothing,can be white in color,1764
a daffodil can be white in color.,1,daffodil,flower,can be white in color,1765
jeans can be white in color.,1,jeans,clothing,can be white in color,1766
a grater can be white in color.,1,grater,kitchenware,can be white in color,1767
a basket can be white in color.,1,basket,container,can be white in color,1768
rice can be white in color.,1,rice,food,can be white in color,1769
a goose can be white in color.,1,goose,bird,can be white in color,1770
a ladle can be white in color.,1,ladle,kitchenware,can be white in color,1771
a sledge can be white in color.,1,sledge,vehicle,can be white in color,1772
a cage can be white in color.,1,cage,container,can be white in color,1773
an ambulance can be white in color.,1,ambulance,vehicle,can be white in color,1774
a gloves can be white in color.,1,gloves,clothing,can be white in color,1775
a skateboard can be white in color.,1,skateboard,toy,can be white in color,1776
a chipmunk can be white in color.,1,chipmunk,animal,can be white in color,1777
a bucket can be white in color.,1,bucket,container,can be white in color,1778
a swimsuit can be white in color.,1,swimsuit,clothing,can be white in color,1779
a kettle can be white in color.,1,kettle,appliance,can be white in color,1780
a dressing gown can be white in color.,1,dressing_gown,clothing,can be white in color,1781
a goat can be white in color.,1,goat,animal,can be white in color,1782
a fox can be white in color.,1,fox,animal,can be white in color,1783
a tractor can be white in color.,1,tractor,vehicle,can be white in color,1784
a football can be white in color.,1,football,toy,can be white in color,1785
a bra can be white in color.,1,bra,clothing,can be white in color,1786
a pelican can be white in color.,1,pelican,bird,can be white in color,1787
a seagull can be white in color.,1,seagull,bird,can be white in color,1788
a sweater can be white in color.,1,sweater,clothing,can be white in color,1789
a blouse can be white in color.,1,blouse,clothing,can be white in color,1790
a mussel can be white in color.,1,mussel,sea creature,can be white in color,1791
a rhino can be white in color.,1,rhino,animal,can be white in color,1792
an ashtray can be white in color.,1,ashtray,container,can be white in color,1793
a spatula can be white in color.,1,spatula,kitchenware,can be white in color,1794
a dress can be white in color.,1,dress,clothing,can be white in color,1795
a trouser can be white in color.,1,trouser,clothing,can be white in color,1796
a pajama can be white in color.,1,pajama,clothing,can be white in color,1797
ice cream can be white in color.,1,ice_cream,food,can be white in color,1798
a suit can be white in color.,1,suit,clothing,can be white in color,1799
a skunk can be white in color.,1,skunk,animal,can be white in color,1800
a lorry can be white in color.,1,lorry,vehicle,can be white in color,1801
a garlic can be white in color.,1,garlic,vegetable,can be white in color,1802
a scallop can be white in color.,1,scallop,sea creature,can be white in color,1803
a hair can be white in color.,1,hair,body part,can be white in color,1804
a marble can be white in color.,1,marble,toy,can be white in color,1805
a lamb can be white in color.,1,lamb,animal,can be white in color,1806
an onion can be white in color.,1,onion,vegetable,can be white in color,1807
a leek can be white in color.,1,leek,vegetable,can be white in color,1808
a belt can be white in color.,1,belt,clothing,can be white in color,1809
a helmet can be white in color.,1,helmet,clothing,can be white in color,1810
a sink can be white in color.,1,sink,container,can be white in color,1811
a coconut can be white in color.,1,coconut,fruit,can be white in color,1812
a worm can be white in color.,1,worm,invertebrate,can be white in color,1813
a corkscrew can be white in color.,1,corkscrew,kitchenware,can be white in color,1814
a cape can be white in color.,1,cape,clothing,can be white in color,1815
a microwave can be white in color.,1,microwave,appliance,can be white in color,1816
a rollerskate can be white in color.,1,rollerskate,toy,can be white in color,1817
a wetsuit can be white in color.,1,wetsuit,clothing,can be white in color,1818
a radio can be white in color.,1,radio,appliance,can be white in color,1819
a cart can be white in color.,1,cart,vehicle,can be white in color,1820
a frisbee can be white in color.,1,frisbee,toy,can be white in color,1821
a scarf can be white in color.,1,scarf,clothing,can be white in color,1822
a zebra can be white in color.,1,zebra,animal,can be white in color,1823
a can opener can be white in color.,1,can_opener,kitchenware,can be white in color,1824
an orchid can be white in color.,1,orchid,flower,can be white in color,1825
a parka can be white in color.,1,parka,clothing,can be white in color,1826
a daisy can be white in color.,1,daisy,flower,can be white in color,1827
a ferry can be white in color.,1,ferry,water vehicle,can be white in color,1828
a bag can be white in color.,1,bag,container,can be white in color,1829
butter can be white in color.,1,butter,food,can be white in color,1830
a penguin can be white in color.,1,penguin,bird,can be white in color,1831
a puppet can be white in color.,1,puppet,toy,can be white in color,1832
a speedboat can be white in color.,1,speedboat,water vehicle,can be white in color,1833
a helicopter can be white in color.,1,helicopter,vehicle,can be white in color,1834
a camera can be white in color.,1,camera,appliance,can be white in color,1835
